1,1,730.33,264.0,78.0,42.0,1,1,1.0
1,2,119.55,331.2,142.26,65.03000000000003,1,1,1.0
2,1,716.22,266.09,78.69999999999993,42.110000000000014,1,1,1.0
2,2,91.92,335.5,147.39,66.92000000000002,1,1,1.0
3,1,702.11,268.18,79.39999999999998,42.23000000000002,1,1,1.0
3,2,64.28,339.79,152.53,68.82999999999998,1,1,1.0
4,1,688.0,270.27,80.09000000000003,42.34000000000003,1,1,1.0
4,2,36.64,344.09,157.67000000000002,70.72000000000003,1,1,1.0
5,1,673.89,272.36,80.78999999999996,42.45999999999998,1,1,1.0
5,2,9.0,348.39,162.81,72.61000000000001,1,1,1.0
6,1,659.78,274.45,81.49000000000001,42.56999999999999,1,1,1.0
6,2,0.0,353.3,149.07,70.75,1,1,1.0
7,1,645.67,276.54,82.19000000000005,42.68000000000001,1,1,1.0
7,2,0.0,356.98,126.33,70.12,1,1,0.0
8,1,631.56,278.63,82.88000000000011,42.80000000000001,1,1,1.0
8,2,0.0,361.28,103.59,68.85000000000002,1,1,0.0
9,1,617.44,280.72,83.58999999999992,42.90999999999997,1,1,1.0
9,2,0.0,365.58,80.85,67.57,1,1,0.0
10,1,603.33,282.81,84.28999999999996,43.02999999999997,1,1,1.0
10,2,0.0,369.87,58.1,66.31,1,1,0.0
11,1,589.22,284.9,84.99000000000001,43.14000000000004,1,1,1.0
11,2,0.0,374.17,35.36,65.02999999999997,1,1,0.0
12,1,572.5,287.11,86.96000000000004,44.30000000000001,1,1,1.0
12,2,0.0,374.17,35.36,65.02999999999997,1,1,0.0
13,1,555.78,289.32,88.93000000000006,45.45999999999998,1,1,1.0
13,2,0.0,374.17,35.36,65.02999999999997,1,1,0.0
14,1,539.05,291.52,90.92000000000007,46.620000000000005,1,1,1.0
14,2,0.0,374.17,35.36,65.02999999999997,1,1,0.0
14,3,207.23,243.52,103.94000000000003,52.84,1,1,1.0
15,1,522.33,293.73,92.88999999999999,47.77999999999997,1,1,1.0
15,2,0.0,374.17,35.36,65.02999999999997,1,1,0.0
15,3,207.23,243.52,103.94000000000003,52.84,1,1,1.0
16,1,505.61,295.94,94.87,48.94,1,1,1.0
16,2,0.0,374.17,35.36,65.02999999999997,1,1,0.0
16,3,207.23,243.52,103.94000000000003,52.84,1,1,1.0
17,1,488.89,298.14,96.84000000000003,50.110000000000014,1,1,1.0
17,2,0.0,374.17,35.36,65.02999999999997,1,1,0.0
17,3,207.23,243.52,103.94000000000003,52.84,1,1,1.0
18,1,472.16,300.35,98.82999999999998,51.25999999999999,1,1,1.0
18,2,0.0,374.17,35.36,65.02999999999997,1,1,0.0
